Actividad,Ciudad,Departamento,Direccion,Link,Nombre_Empresa,Tema_Busqueda,telefono
Terminacion y acabado de edificios y obras de ingenieria civil,MEDELLIN,ANTIOQUIA,CARRERA 50 A 107 69,https://empresite.eleconomistaamerica.co/MONTAJES-ESPECIALES-FACHADAS-VENTANAS-SAS.html,MONTAJES ESPECIALES EN FACHADAS Y VENTANAS S A S,CAFES-ESPECIALES,(4)5223019
Comercio al por mayor de otros productos n c p,MEDELLIN,ANTIOQUIA,CARRERA 43 A 10 47 OF 214,https://empresite.eleconomistaamerica.co/TRATAMIENTOS-ESPECIALES-MANTENIMIENTO-SAS.html,TRATAMIENTOS ESPECIALES DE MANTENIMIENTO S A S,CAFES-ESPECIALES,3003971685
Fabricacion de vidrio y productos de vidrio,MEDELLIN,ANTIOQUIA,CARRERA 44 A 31 95,https://empresite.eleconomistaamerica.co/KRISTALES-ESPECIALES-SAS.html,KRISTALES ESPECIALES S A S,CAFES-ESPECIALES,(4)2620203
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 72 44 40,https://empresite.eleconomistaamerica.co/ANTIOQUENA-VIAJES-ESPECIALES-SAS.html,ANTIOQUENA DE VIAJES ESPECIALES S A S,CAFES-ESPECIALES,(4)4134435
Catering para eventos,MEDELLIN,ANTIOQUIA,CARRERA 73 20 A 40,https://empresite.eleconomistaamerica.co/EVENTOS-MOMENTOS-ESPECIALES-SAS.html,EVENTOS Y MOMENTOS ESPECIALES S A S,CAFES-ESPECIALES,(4)5884250
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,TRANSVERSAL 51 A 69 05,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-TURISTICOS-MYMSAS.html,TRANSPORTES ESPECIALES Y TURISTICOS M Y M S A S,CAFES-ESPECIALES,(4)3222051
Transporte de pasajeros,APARTADO,ANTIOQUIA,CARRERA 114 89 79 BRR EL SALVADOR,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-OCCIDENTE-SAS.html,TRANSPORTES ESPECIALES DE OCCIDENTE S A S,CAFES-ESPECIALES,(4)8282712
Fabricacion de productos metalicos para uso estructural,MEDELLIN,ANTIOQUIA,CALLE 30 44 177,https://empresite.eleconomistaamerica.co/CONHIME-PROYECTOS-ESPECIALES-SAS.html,CONHIME PROYECTOS ESPECIALES SAS,CAFES-ESPECIALES,3017985257
Elaboracion de comidas y platos preparados,MEDELLIN,ANTIOQUIA,CALLE 44 64 02,https://empresite.eleconomistaamerica.co/CROCANTES-ESPECIALES-SAS.html,CROCANTES ESPECIALES S A S,CAFES-ESPECIALES,(4)2302617
Transporte de pasajeros,RIONEGRO,ANTIOQUIA,CARRERA 62 A 40 C 90 BARRIO EL PORVENIR,https://empresite.eleconomistaamerica.co/SERVICIOS-TRANSPORTES-ESPECIALES-JRE-SAS.html,SERVICIOS DE TRANSPORTES ESPECIALES JRE S A S,CAFES-ESPECIALES,3142484216
Transporte aereo nacional de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 67 A 3 46 HANGAR 42,https://empresite.eleconomistaamerica.co/SERVICIOS-AEREOS-ESPECIALES-COLOMBIA-SAECOL-SA.html,SERVICIOS AEREOS ESPECIALES DE COLOMBIA SAECOL S A,CAFES-ESPECIALES,(4)2559262
Otras actividades de servicio de apoyo a las empresas n c p,MEDELLIN,ANTIOQUIA,CALLE 37 79 32,https://empresite.eleconomistaamerica.co/ELEMENTO-MONTAJE-EVENTOS-ESPECIALES-LTDA.html,ELEMENTO MONTAJE DE EVENTOS ESPECIALES S A S,CAFES-ESPECIALES,(4)4441234
Transporte de pasajeros,ITAGUI,ANTIOQUIA,CALLE 38 A 50 A 75,https://empresite.eleconomistaamerica.co/OSPINA-PAREJA-SERVICIOS-ESPECIALES-SAS.html,OSPINA Y PAREJA SERVICIOS ESPECIALES S A S,CAFES-ESPECIALES,(4)2775786
Transporte mixto,GUARNE,ANTIOQUIA,CARRERA 52 D 33 541,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-ALZATE-BALBIN-SAS.html,TRANSPORTES ESPECIALES ALZATE BALBIN S A S,CAFES-ESPECIALES,3194217312
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 93 B 38 211,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-AZ-WAYS-SAS.html,TRANSPORTES ESPECIALES AZ WAYS S A S,CAFES-ESPECIALES,(4)4914532
Fundicion de metales no ferrosos,MEDELLIN,ANTIOQUIA,CARRERA 58 28 38,https://empresite.eleconomistaamerica.co/BRONCES-INDUSTRIALES-LATONES-ESPECIALES-COLOMBIA-SAS.html,BRONCES INDUSTRIALES Y LATONES ESPECIALES DE COLOMBIA S A S,CAFES-ESPECIALES,(4)5706402
Actividades de servicios relacionados con la impresion,MEDELLIN,ANTIOQUIA,CALLE 63 42 66,https://empresite.eleconomistaamerica.co/GAMUZADOS-RECUBRIMIENTOS-ESPECIALES-LTDA.html,GAMUZADOS Y RECUBRIMIENTOS ESPECIALES LTDA,CAFES-ESPECIALES,(4)5110179
Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,MEDELLIN,ANTIOQUIA,CALLE 31 B 87 D 18,https://empresite.eleconomistaamerica.co/COMERCIALIZADORA-LLANTAS-ESPECIALES-SAS.html,COMERCIALIZADORA DE LLANTAS ESPECIALES S A S,CAFES-ESPECIALES,(4)3424272
Mantenimiento y reparacion especializado de equipo electrico,MEDELLIN,ANTIOQUIA,CARRERA 65 26 19,https://empresite.eleconomistaamerica.co/BOBINADOS-ESPECIALES-HERNANDEZ-QUIRAMA-CIA-SCS.html,BOBINADOS ESPECIALES HERNANDEZ QUIRAMA Y CIA S C S,CAFES-ESPECIALES,(4)2650174
Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 50 41 41 LOCAL 109,https://empresite.eleconomistaamerica.co/HR-HERRAMIENTAS-ESPECIALES-LTDA.html,H R HERRAMIENTAS ESPECIALES LTDA,CAFES-ESPECIALES,(4)2327012
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 48 B 10 S 118,https://empresite.eleconomistaamerica.co/APLICACIONES-ESPECIALES-SA.html,APLICACIONES ESPECIALES S A,CAFES-ESPECIALES,(4)3128686
Otras actividades de limpieza de edificios e instalaciones industriales,MEDELLIN,ANTIOQUIA,CARRERA 75 31 46,https://empresite.eleconomistaamerica.co/TRATAMIENTOS-ESPECIALES-LTDA.html,TRATAMIENTOS ESPECIALES LTDA,CAFES-ESPECIALES,(4)2385353
Tratamiento y revestimiento de metales mecanizado,MEDELLIN,ANTIOQUIA,CALLE 44 79 86 LOCAL 104,https://empresite.eleconomistaamerica.co/SOCIEDAD-SOLDADURAS-ESPECIALES-JLB-LTDA.html,SOCIEDAD SOLDADURAS ESPECIALES J L B LTDA,CAFES-ESPECIALES,(4)2340602
Fabricacion de otros productos elaborados de metal n c p,MEDELLIN,ANTIOQUIA,CARRERA 44 38 58,https://empresite.eleconomistaamerica.co/FABRICACIONES-ESPECIALES-LTDA.html,FABRICACIONES ESPECIALES LTDA,CAFES-ESPECIALES,(4)2325756
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 68 A 45 05,https://empresite.eleconomistaamerica.co/COOPERATIVA-TRANSPORTES-ESPECIALES.html,COOPERATIVA DE TRANSPORTES ESPECIALES,CAFES-ESPECIALES,(4)2318086
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 58 7 146,https://empresite.eleconomistaamerica.co/COOPERATIVA-TRANSPORTE-ESCOLAR-SERVICIOS-ESPECIALES-SUR.html,COOPERATIVA DE TRANSPORTE ESCOLAR Y SERVICIOS ESPECIALES DEL SUR COOTRANSURES,CAFES-ESPECIALES,(4)4444903
Alquiler y arrendamiento de vehiculos automotores,BELLO,ANTIOQUIA,CARRERA 58 AA 31 126 APTO 102,https://empresite.eleconomistaamerica.co/SERVICIOS-ESPECIALES-MIXTURA-SAS.html,SERVICIOS ESPECIALES MIXTURA S A S,CAFES-ESPECIALES,3113300995
Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 15 9 A 31 AP 401,https://empresite.eleconomistaamerica.co/AMBIENTES-ESPECIALES-SAS.html,AMBIENTES ESPECIALES S A S,CAFES-ESPECIALES,3116014426
Otras industrias manufactureras n c p,MEDELLIN,ANTIOQUIA,CARRERA 80 A 52 B 72,https://empresite.eleconomistaamerica.co/PREMIACIONES-ESPECIALES-SAS.html,PREMIACIONES ESPECIALES S A S,CAFES-ESPECIALES,(4)4440133
Actividades de otras asociaciones n c p,BELLO,ANTIOQUIA,AVENIDA 38 59 50,https://empresite.eleconomistaamerica.co/CORPORACION-RECREATIVA-SERVICIOS-ESPECIALES-CULTURALES.html,CORPORACION RECREATIVA DE SERVICIOS ESPECIALES Y CULTURALES,CAFES-ESPECIALES,(4)4536212
Actividades de detectives e investigadores privados,MEDELLIN,ANTIOQUIA,CARRERA 64 A 48 21 TORRE 7 S,https://empresite.eleconomistaamerica.co/CIE-CENTRO-INVESTIGACIONES-ESPECIALES-1-SAS.html,CIE CENTRO DE INVESTIGACIONES ESPECIALES 1 S A S,CAFES-ESPECIALES,(4)2309557
Instalaciones de fontaneria calefaccion y aire acondicionado,MEDELLIN,ANTIOQUIA,CALLE 52 47 28 OF 709,https://empresite.eleconomistaamerica.co/INSTALACIONES-ACOMETIDAS-CONSTRUCCIONES-ESPECIALES-INACES-SAS.html,INSTALACIONES ACOMETIDAS Y CONSTRUCCIONES ESPECIALES INACES S A S,CAFES-ESPECIALES,(4)2514651
Catering para eventos,MEDELLIN,ANTIOQUIA,CALLE 1 SUR  35 90,https://empresite.eleconomistaamerica.co/ORIGENES-ESPECIALES-SAS.html,ORIGENES Y ESPECIALES S A S,CAFES-ESPECIALES,3164466703
Comercio al por menor de libros periodicos materiales y articulos de papeleria y escritorio en establecimientos especializados,ITAGUI,ANTIOQUIA,CALLE 84 A 53 A 25 N 14,https://empresite.eleconomistaamerica.co/DOTACIONES-ESPECIALES-DASHA-SAS.html,DOTACIONES ESPECIALES DASHA S A S,CAFES-ESPECIALES,3223699396
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CARRERA 69 49 6,https://empresite.eleconomistaamerica.co/ASOCIACION-TRANSPORTADORES-ESPECIALES.html,ASOCIACION DE TRANSPORTADORES ESPECIALES,CAFES-ESPECIALES,(4)4486048
Tejeduria de productos textiles,MEDELLIN,ANTIOQUIA,CARRERA 83 A 33 B 66,https://empresite.eleconomistaamerica.co/DISTRIBUCIONES-INVERSIONES-ESPECIALES-LTDA.html,DISTRIBUCIONES E INVERSIONES ESPECIALES S A S,CAFES-ESPECIALES,(4)4440485
Actividades de seguridad privada,SABANETA,ANTIOQUIA,CARRERA 39 A 61 B SUR 74,https://empresite.eleconomistaamerica.co/ASESORIAS-SERVICIOS-ESPECIALES-CONFIABLES-LTDA.html,ASESORIAS Y SERVICIOS ESPECIALES CONFIABLES S A S,CAFES-ESPECIALES,(4)4449937
Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,RIONEGRO,ANTIOQUIA,CALLE 39 52 AA 30 URB SERRANIAS,https://empresite.eleconomistaamerica.co/EKARB-CARBONES-ESPECIALES-SAS.html,EKARB CARBONES ESPECIALES S A S,CAFES-ESPECIALES,3164668827
Transporte de pasajeros,ENVIGADO,ANTIOQUIA,CALLE 33 SUR 43 A 37,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-CAVITRANS-SAS.html,TRANSPORTES ESPECIALES CAVITRANS S A S,CAFES-ESPECIALES,3173692419
Publicidad,MEDELLIN,ANTIOQUIA,CALLE 34 B 80 51,https://empresite.eleconomistaamerica.co/DE-DISENOS-ESPECIALES-SAS.html,D E DISENOS ESPECIALES S A S,CAFES-ESPECIALES,(4)3661349
Transporte de carga por carretera,MEDELLIN,ANTIOQUIA,CALLE 77 E 82 A 99,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-JM-SAS.html,TRANSPORTES ESPECIALES JM S A S,CAFES-ESPECIALES,3164852667
Otras actividades de servicio de apoyo a las empresas n c p,MARINILLA,ANTIOQUIA,CARRERA 41 29 91,https://empresite.eleconomistaamerica.co/CORPORACION-PARA-NINOS-ESPECIALES-PROGRESO.html,CORPORACION PARA NINOS ESPECIALES EL PROGRESO,CAFES-ESPECIALES,(4)5481411
Actividades de otras asociaciones n c p,SONSON,ANTIOQUIA,CARRERA 6 CL 6 58,https://empresite.eleconomistaamerica.co/CORPORACION-CIVICA-DESARROLLO-TURISMO-EVENTOS-ESPECIALES-FIESTAS-MAIZ-SONSON.html,CORPORACION CIVICA DE DESARROLLO TURISMO Y EVENTOS ESPECIALES FIESTAS DEL MAIZ DE SONSON,CAFES-ESPECIALES,3126689542
Otras actividades de servicio de apoyo a las empresas n c p,RIONEGRO,ANTIOQUIA,CARRERA 66 41 B 102,https://empresite.eleconomistaamerica.co/REDES-SERVICIOS-ESPECIALES-SAS.html,REDES Y SERVICIOS ESPECIALES S A S,CAFES-ESPECIALES,(4)6150201
Transporte mixto,APARTADO,ANTIOQUIA,CARRERA 107 97 A 12,https://empresite.eleconomistaamerica.co/TRANSPORTES-ESPECIALES-BUSES-MIXTOS-SAS.html,TRANSPORTES ESPECIALES BUSES Y MIXTOS S A S,CAFES-ESPECIALES,(4)8280035
Terminacion y acabado de edificios y obras de ingenieria civil,APARTADO,ANTIOQUIA,CALLE 75 98 A 01,https://empresite.eleconomistaamerica.co/MULTISERVICIOS-ESPECIALES-OGC-URABA-2020-SAS.html,MULTISERVICIOS ESPECIALES OGC URABA 2020 S A S,CAFES-ESPECIALES,3046610960
Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,MEDELLIN,ANTIOQUIA,CALLE 19 A 43 B 41,https://empresite.eleconomistaamerica.co/DESTILADOS-SOLVENTES-SA.html,CACHARRERIA MUNDIAL S A S,CAFE-ESPECIAL,(4)2619100
Comercio al por mayor de productos alimenticios,SALGAR,ANTIOQUIA,CALLE 30 28 69,https://empresite.eleconomistaamerica.co/COOPERATIVA-CAFICULTORES-SALGAR.html,COOPERATIVA DE CAFICULTORES DE SALGAR,CAFE-ESPECIAL,(4)8442029
Comercio al por mayor de productos alimenticios,LA ESTRELLA,ANTIOQUIA,CALLE 91 SUR 55 110,https://empresite.eleconomistaamerica.co/CAFES-ESPECIALES-MONTANA-SAS.html,CAFES ESPECIALES DE MONTANA S A S,CAFE-ESPECIAL,(4)5207220
Comercio al por menor de otros productos alimenticios n c p en establecimientos especializados,SEGOVIA,ANTIOQUIA,CALLE 52 A 43 B 06 BR GALAN,https://empresite.eleconomistaamerica.co/ESPECIAL-EAT.html,LA ESPECIAL E A T,CAFE-ESPECIAL,3127791768
Transporte de pasajeros,SAN PEDRO,ANTIOQUIA,CARRERA 50 47 51,https://empresite.eleconomistaamerica.co/ESPECIALTUR-SAS.html,ESPECIALTUR S A S,CAFE-ESPECIAL,3147988891
Actividades de apoyo diagnostico,MEDELLIN,ANTIOQUIA,CARRERA 52 29 AA 36,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-EU.html,ESPECIALISTAS Y ESPECIALISTAS E U,CAFE-ESPECIAL,(4)2359225
Descafeinado tostion y molienda del cafe,MEDELLIN,ANTIOQUIA,CARRERA 90 A 44 B 17,https://empresite.eleconomistaamerica.co/ASOCIACION-PRODUCTORES-CAFE-ESPECIAL-CAFESA.html,ASOCIACION DE PRODUCTORES DE CAFE ESPECIAL CAFESA,CAFE-ESPECIAL,(4)2529090
Comercio al por mayor de maquinaria y equipo agropecuarios,MEDELLIN,ANTIOQUIA,CARRERA 45 14 198,https://empresite.eleconomistaamerica.co/ESPECIAL-INSUMOS-SA.html,ESPECIAL INSUMOS S A,CAFE-ESPECIAL,(4)3122844
Comercio al por menor de electrodomesticos y gasodomesticos de uso domestico muebles y equipos de iluminacion,MEDELLIN,ANTIOQUIA,CARRERA 30 27 A 21 SAN DIE,https://empresite.eleconomistaamerica.co/ESPECIAL-WORK-SAS.html,ESPECIAL WORK S A S,CAFE-ESPECIAL,(4)2175584
Cultivo de cafe,MEDELLIN,ANTIOQUIA,CALLE 15 A 30 170,https://empresite.eleconomistaamerica.co/SAN-PELEGRINO-CAFES-ESPECIALES-SAS.html,SAN PELEGRINO CAFES ESPECIALES S A S,CAFE-ESPECIAL,(4)3126364
Actividades de otras asociaciones n c p,TAMESIS,ANTIOQUIA,CARRERA 11 12 68,https://empresite.eleconomistaamerica.co/ASOCIACION-CAMPESINA-CAFE-ESPECIAL-TAMESIS-ANTIOQUIA.html,ASOCIACION CAMPESINA DE CAFE ESPECIAL TAMESIS ANTIOQUIA,CAFE-ESPECIAL,3163995229
Actividades de otras asociaciones n c p,TITIRIBI,ANTIOQUIA,CORREGIDURIA LA MESETA FINCA FRAMNA 1,https://empresite.eleconomistaamerica.co/ASOCIACION-PRODUCTORES-COMERCIANTES-CAFES-ESPECIALES-SOL-CAMPO.html,ASOCIACION DE PRODUCTORES Y COMERCIANTES DE CAFES ESPECIALES SOL DEL CAMPO,CAFE-ESPECIAL,3114292857
Descafeinado tostion y molienda del cafe,ANGOSTURA,ANTIOQUIA,CARRERA 8 10 27,https://empresite.eleconomistaamerica.co/ASOCIACION-AGRICULTORES-CAFICULTORES-CAFES-ESPECIALES-ANGOSTURA.html,ASOCIACION DE AGRICULTORES Y CAFICULTORES DE CAFES ESPECIALES DE ANGOSTURA,CAFE-ESPECIAL,3234448910
Actividades de otras asociaciones n c p,URRAO,ANTIOQUIA,VEREDA PAVÓN,https://empresite.eleconomistaamerica.co/ASOCIACION-CAFES-ESPECIALES-PARAISO.html,ASOCIACION CAFES ESPECIALES DEL PARAISO,CAFE-ESPECIAL,3502808344
Cultivo de cafe,MEDELLIN,ANTIOQUIA,CALLE 16 B 32 50 INT 9944,https://empresite.eleconomistaamerica.co/SAN-LUIS-CAFE-ESPECIAL-SAS.html,SAN LUIS CAFE ESPECIAL S A S,CAFE-ESPECIAL,3015319862
Cultivo de cafe,BARBOSA,ANTIOQUIA,CARRERA 21 11 30,https://empresite.eleconomistaamerica.co/ASOCIACION-PRODUCTORES-CAFES-ESPECIALES-BARBOSA-ANTIOQUIA.html,ASOCIACION DE PRODUCTORES DE CAFES ESPECIALES DE BARBOSA ANTIOQUIA,CAFE-ESPECIAL,3116220773
Descafeinado tostion y molienda del cafe,MEDELLIN,ANTIOQUIA,CARRERA 79 41 SUR 60 INT 2,https://empresite.eleconomistaamerica.co/GRUPO-ANTIOQUENO-CAFES-ESPECIALES-SAS.html,GRUPO ANTIOQUENO DE CAFES ESPECIALES S A S,CAFE-ESPECIAL,3104647161
Comercio al por mayor de productos alimenticios,ENVIGADO,ANTIOQUIA,CARRERA 44 A 30 SUR 40,https://empresite.eleconomistaamerica.co/COMERCIALIZADORA-INTERNACIONAL-CAFES-ESPECIALES-ORTIZ-ECHEVERRI-LTDA.html,COMERCIALIZADORA INTERNACIONAL DE CAFES ESPECIALES ORTIZ Y ECHEVERRI LTDA,CAFE-ESPECIAL,(4)3330135
Cultivo de cafe,MEDELLIN,ANTIOQUIA,CARRERA 111 38 18,https://empresite.eleconomistaamerica.co/CAFE-BOU-SAS.html,CAFE BOU S A S,CAFE-ESPECIAL,(4)5701842
Expendio a la mesa de comidas preparadas,MEDELLIN,ANTIOQUIA,CALLE 48 F SUR  40 03,https://empresite.eleconomistaamerica.co/CAFE-ABATE-SAS.html,CAFE EL ABATE S A S,CAFE-ESPECIAL,3127772935
Descafeinado tostion y molienda del cafe,JARDIN,ANTIOQUIA,CARRERA 2 A 3 20,https://empresite.eleconomistaamerica.co/CAFE-JARDIN-SAS.html,CAFE DE JARDIN S A S,CAFE-ESPECIAL,(4)8455767
Expendio de comidas preparadas en cafeterias,JERICO,ANTIOQUIA,CALLE 7 4 14,https://empresite.eleconomistaamerica.co/CAFE-LAURA-SAS.html,CAFE DE LAURA SAS,CAFE-ESPECIAL,3003750812
Cultivo de cafe,MEDELLIN,ANTIOQUIA,CARRERA 43 A 1 SUR 188 OF906,https://empresite.eleconomistaamerica.co/CAFE-BOTON-LTDA.html,CAFE EL BOTON S A S,CAFE-ESPECIAL,(4)2681601
Descafeinado tostion y molienda del cafe,CIUDAD BOLIVAR,ANTIOQUIA,CARRERA 50 52 06,https://empresite.eleconomistaamerica.co/CAFEEXCOL-SAS.html,CAFEEXCOL S A S,CAFE-ESPECIAL,3154823650
Comercio al por mayor de productos alimenticios,MEDELLIN,ANTIOQUIA,CALLE 7 80 75 INTERIOR,https://empresite.eleconomistaamerica.co/CAFETALERO-SAS.html,CAFETALERO S A S,CAFE-ESPECIAL,3218316377
Comercio al por menor de otros productos alimenticios n c p en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 64 D 75 05,https://empresite.eleconomistaamerica.co/CAFE-PRAGA-SAS.html,CAFE PRAGA S A S,CAFE-ESPECIAL,3183374686
Trilla de cafe,CAICEDO,ANTIOQUIA,CALLE 4 4 07,https://empresite.eleconomistaamerica.co/CAFE-MONTANA-SAS.html,CAFE LA MONTANA S A S,CAFE-ESPECIAL,3147482358
Actividades inmobiliarias realizadas con bienes propios o arrendados,MEDELLIN,ANTIOQUIA,CALLE 5 A 33 06 CASA 5,https://empresite.eleconomistaamerica.co/CAFE-MANILA-SAS.html,CAFE MANILA S A S,CAFE-ESPECIAL,(4)4132825
Expendio a la mesa de comidas preparadas,SABANETA,ANTIOQUIA,CALLE 69 SUR 45 27,https://empresite.eleconomistaamerica.co/CAFE-MORENO-SAS.html,CAFE MORENO S A S,CAFE-ESPECIAL,(4)5993838
Actividades de administracion empresarial,MEDELLIN,ANTIOQUIA,CALLE 5 A 35 86 APTO 701,https://empresite.eleconomistaamerica.co/CAFERSA-SAS.html,CAFERSA S A S,CAFE-ESPECIAL,(4)3721313
Expendio a la mesa de comidas preparadas,MEDELLIN,ANTIOQUIA,CARRERA 43 A 6 SUR 15,https://empresite.eleconomistaamerica.co/CAFE-LE-GRIS-SA.html,CAFE LE GRIS S A,CAFE-ESPECIAL,(4)3112445
Comercio al por menor de productos textiles en establecimientos especializados,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/CAFE-MODA-LTDA.html,CAFE MODA LTDA,CAFE-ESPECIAL,
Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/CAFE-SPORT-LTDA.html,CAFE SPORT LTDA,CAFE-ESPECIAL,
Expendio a la mesa de comidas preparadas,MEDELLIN,ANTIOQUIA,CARRERA 39 8 100,https://empresite.eleconomistaamerica.co/CAFE-ORLEANS-SA.html,CAFE ORLEANS S A,CAFE-ESPECIAL,(4)3520268
Comercio al por mayor de materias primas agropecuarias animales vivos,MEDELLIN,ANTIOQUIA,CALLE 9 43A 31 OF 213,https://empresite.eleconomistaamerica.co/CAFECREMA-EU.html,CAFECREMA E U EN LIQUIDACION,CAFE-ESPECIAL,(4)3521388
Expendio de comidas preparadas en cafeterias,MEDELLIN,ANTIOQUIA,CARRERA 66 48 B 07,https://empresite.eleconomistaamerica.co/CAFE-NOVA-LTDA.html,CAFE NOVA LTDA,CAFE-ESPECIAL,(4)2306953
Actividades posteriores a la cosecha,BARBOSA,ANTIOQUIA,FINCA LAS DELICIAS VEREDA LA CHORRERA,https://empresite.eleconomistaamerica.co/CAFE-TALEGA-SAS.html,CAFE LA TALEGA S A S,CAFE-ESPECIAL,3218308505
Comercio al por mayor de materias primas agropecuarias animales vivos,FREDONIA,ANTIOQUIA,VEREDA LA TOSCANA,https://empresite.eleconomistaamerica.co/CAFE-CIMA-SAS.html,CAFE DE LA CIMA S A S,CAFE-ESPECIAL,(4)8422106
Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,JERICO,ANTIOQUIA,CARRERA 5 8 22,https://empresite.eleconomistaamerica.co/CAFEAGRO-SAS.html,CAFEAGRO S A S,CAFE-ESPECIAL,(4)8523523
Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 44 63 A 96,https://empresite.eleconomistaamerica.co/VENTANAS-PUERTAS-LTDA.html,VENTANAS Y PUERTAS S A S,CAFE-ESPECIAL,(4)2303030
Transporte de carga por carretera,ITAGUI,ANTIOQUIA,CARRERA 42 75 63,https://empresite.eleconomistaamerica.co/EDUARDO-BOTERO-SOTO-CIA-LTDA.html,EDUARDO BOTERO SOTO S A,CAFE-ESPECIAL,(4)5765555
Actividades de hospitales y clinicas con internacion,MEDELLIN,ANTIOQUIA,CARRERA 80 C 32 EE 31,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-CIRUGIA-SAS.html,ESPECIALISTAS EN CIRUGIA S A S,CAFE-ESPECIAL,3004041486
Actividades inmobiliarias realizadas con bienes propios o arrendados,MEDELLIN,ANTIOQUIA,CARRERA 45 14 198,https://empresite.eleconomistaamerica.co/ESPECIAL-INMOBILIARIA-SAS.html,ESPECIAL INMOBILIARIA S A S,CAFE-ESPECIAL,(4)3112121
Actividades de la practica odontologica,MEDELLIN,ANTIOQUIA,CALLE 54 45 63 CONSULTOR,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-SONRISAS-SAS.html,ESPECIALISTAS EN SONRISAS S A S,CAFE-ESPECIAL,(4)5131813
Otros cultivos permanentes n c p,MEDELLIN,ANTIOQUIA,CALLE 50 73 52,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-FLORES-SAS.html,ESPECIALISTAS EN FLORES S A S,CAFE-ESPECIAL,(4)2600800
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CARRERA 46 47 66 LC 2068,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-SALUD-IPS-SAS.html,ESPECIALISTAS EN SALUD IPS S A S,CAFE-ESPECIAL,3016789818
Procesamiento y conservacion de carne y productos carnicos,MEDELLIN,ANTIOQUIA,CARRERA 42 14 90,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-CARNICOS-SAS.html,ESPECIALISTAS CARNICOS S A S,CAFE-ESPECIAL,3113004897
Fabricacion de productos metalicos para uso estructural,RIONEGRO,ANTIOQUIA,CARRERA 55 46 60,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-ALTURAS-SAS.html,ESPECIALISTAS EN ALTURAS S A S,CAFE-ESPECIAL,3122792521
Organizacion de convenciones y eventos comerciales,MEDELLIN,ANTIOQUIA,CARRERA 15 A 9 A 23 EDIFICIO,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-EVENTOS-SAS.html,ESPECIALISTAS EN EVENTOS S A S,CAFE-ESPECIAL,3122581733
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CARRERA 48 20 34,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-RADIOLOGIA-SAS.html,ESPECIALISTAS EN RADIOLOGIA ESPECTRA S A S,CAFE-ESPECIAL,(4)4488227
Expendio a la mesa de comidas preparadas,MEDELLIN,ANTIOQUIA,CALLE 43 D 120 05,https://empresite.eleconomistaamerica.co/ESPECIALISTAS-TU-COCINA-SAS.html,ESPECIALISTAS EN TU COCINA S A S,CAFE-ESPECIAL,(4)2516846
Actividades de servicios relacionados con la impresion,MEDELLIN,ANTIOQUIA,CARRERA 45 14 198,https://empresite.eleconomistaamerica.co/ESPECIAL-PREPRESS-LTDA.html,ESPECIAL PREPRESS LTDA,CAFE-ESPECIAL,(4)3112699
