Actividad,Ciudad,Departamento,Direccion,Link,Nombre_Empresa,Tema_Busqueda,telefono
Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,CARRERA 80 A 32 D 02 INT 313,http://empresite.eleconomistaamerica.co/INTELIGENCIA-MINERA-SAS-ANTIOQUIA.html,INTELIGENCIA MINERA S A S,INTELIGENCIA-ARTIFICIAL,(4)4110192
Fabricacion de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,ITAGUI,ANTIOQUIA,AVENIDA 37B 42 155,http://empresite.eleconomistaamerica.co/INDUSTRIAS-FAACA-COLOMBIA-SAS.html,INDUSTRIAS FAACA COLOMBIA S A S,INTELIGENCIA-ARTIFICIAL,(4)3720023
Actividades de otras asociaciones n c p,LA ESTRELLA,ANTIOQUIA,CARRERA 54 79 AA SUR 40,http://empresite.eleconomistaamerica.co/CORPORACION-MAHAVIR-K-MINA-ARTIFICIAL-LIMB-CENTER.html,CORPORACION MAHAVIR K MINA ARTIFICIAL LIMB CENTER,INTELIGENCIA-ARTIFICIAL,(4)3792729
Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),YARUMAL,ANTIOQUIA,CALLE 12 18 A 84,http://empresite.eleconomistaamerica.co/COMCOP-VISION-ARTIFICIAL-SAS.html,COMCOP VISION ARTIFICIAL S A S,INTELIGENCIA-ARTIFICIAL,3216455858
Actividades de detectives e investigadores privados,MEDELLIN,ANTIOQUIA,CARRERA 82 9 A SUR 79 TORR,http://empresite.eleconomistaamerica.co/ZOE-INTELIGENCIA-EMPRESARIAL-SAS.html,ZOE INTELIGENCIA EMPRESARIAL S A S,INTELIGENCIA-ARTIFICIAL,3208049506
Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,CALLE 57 68 C 65 OF 233,http://empresite.eleconomistaamerica.co/LOGOX-CONOCIMIENTO-INTELIGENCIA-SISTEMAS-GESTION-CALIDAD-SAS.html,LOGOX CONOCIMIENTO E INTELIGENCIA EN SISTEMAS DE GESTION DE CALIDAD S A S,INTELIGENCIA-ARTIFICIAL,3212529159
Formacion academica no formal,RIONEGRO,ANTIOQUIA,CALLE 63 A 47 40,http://empresite.eleconomistaamerica.co/CEA-INTELIGENCIA-VIAL-SAS.html,CEA INTELIGENCIA VIAL S A S,INTELIGENCIA-ARTIFICIAL,(4)5314087
Comercio al por mayor no especializado,MARINILLA,ANTIOQUIA,CALLE 30 32 A 58 OF 110,http://empresite.eleconomistaamerica.co/SISTEMAS-INTELIGENCIA-ENERGETICA-SAS.html,SISTEMAS DE INTELIGENCIA ENERGETICA S A S,INTELIGENCIA-ARTIFICIAL,(4)5450917
Actividades de apoyo terapeutico,MEDELLIN,ANTIOQUIA,CALLE 30 80 28,http://empresite.eleconomistaamerica.co/DESARROLLO-INTELIGENCIAS-MULTIPLES-SAS.html,DESARROLLO DE INTELIGENCIAS MULTIPLES SAS EN LIQUIDACION,INTELIGENCIA-ARTIFICIAL,(4)2383338
Actividades de apoyo a la educacion,MEDELLIN,ANTIOQUIA,CARRERA 91 35 A 52,http://empresite.eleconomistaamerica.co/CORPORACION-PARA-DESARROLLO-INTELIGENCIA-INNOVACION.html,CORPORACION PARA EL DESARROLLO DE LA INTELIGENCIA Y LA INNOVACION,INTELIGENCIA-ARTIFICIAL,(4)5861779
Actividades de administracion empresarial,MEDELLIN,ANTIOQUIA,CARRERA 44 17 C SUR 40 APT,http://empresite.eleconomistaamerica.co/PROFIT-INTELIGENCIA-FINANCIERA-SA.html,PROFIT INTELIGENCIA FINANCIERA S A,INTELIGENCIA-ARTIFICIAL,(4)4448883
Edicion de libros,LA ESTRELLA,ANTIOQUIA,CALLE 87 SUR 62 130 INT 111,http://empresite.eleconomistaamerica.co/DIV-DESARROLLAMOS-INTELIGENCIAS-PARA-VIDA-SAS.html,DIV DESARROLLAMOS INTELIGENCIAS PARA LA VIDA S A S,INTELIGENCIA-ARTIFICIAL,(4)3094082
Actividades de apoyo a la educacion,APARTADO,ANTIOQUIA,CALLE 99 107 20,http://empresite.eleconomistaamerica.co/CORPORACION-PARA-DESARROLLO-INTEGRAL-INTELIGENCIAS-CORCEDIN.html,CORPORACION PARA EL DESARROLLO INTEGRAL DE LAS INTELIGENCIAS CORCEDIN,INTELIGENCIA-ARTIFICIAL,(4)8282904
Fabricacion de otras bombas compresores grifos y valvulas,ITAGUI,ANTIOQUIA,CARRERA 42 75 83 LC 127,http://empresite.eleconomistaamerica.co/TECNOLOGIA-INTELIGENCIA-GRIFERIAS-SAS.html,TECNOLOGIA E INTELIGENCIA EN GRIFERIAS S A S,INTELIGENCIA-ARTIFICIAL,(4)2818115
Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),MEDELLIN,ANTIOQUIA,CARRERA 43 A 5 A 113 ONE PLA,http://empresite.eleconomistaamerica.co/HC-INTELIGENCIA-NEGOCIOS-SAS.html,HC INTELIGENCIA DE NEGOCIOS S A S,INTELIGENCIA-ARTIFICIAL,(4)6046902
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 73 30 C 96,http://empresite.eleconomistaamerica.co/COMPANIA-TECNOLOGIAS-INFORMACION-COMUNICACION-SAS.html,COMPANIA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S A S,SEGURIDAD-INFORMATICA,(4)4485929
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 43 A 7 50,http://empresite.eleconomistaamerica.co/COMERCIALIZADORA-SOLUCIONES-INFORMATICAS-CSI-SA.html,COMERCIALIZADORA DE SOLUCIONES INFORMATICAS CSI SA,SEGURIDAD-INFORMATICA,(4)4443555
Fabricacion de sustancias y productos quimicos basicos,MEDELLIN,ANTIOQUIA,CARRERA 43 A 3 SUR 130 PISO,http://empresite.eleconomistaamerica.co/GASES-INDUSTRIALES-COLOMBIA-SA.html,GASES INDUSTRIALES DE COLOMBIA S A,SEGURIDAD-INFORMATICA,(4)5400280
Otras actividades de tecnologias de informacion y actividades de servicios informaticos,MEDELLIN,ANTIOQUIA,CARRERA 79 A 53 B 116INT 101,http://empresite.eleconomistaamerica.co/SOLUCIONES-SEGURIDAD-INFORMATICA-SAS.html,SOLUCIONES EN SEGURIDAD INFORMATICA S A S,SEGURIDAD-INFORMATICA,(4)4445088
Mantenimiento y reparacion de computadores y de equipo periferico,MEDELLIN,ANTIOQUIA,CARRERA 43 33 57 OFICINA 2,http://empresite.eleconomistaamerica.co/INFORMATICA-REDES-SAS.html,INFORMATICA Y REDES S A S,SEGURIDAD-INFORMATICA,(4)2621625
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CALLE 12 39 290 AP 203,http://empresite.eleconomistaamerica.co/INFORMATICA-SALUD-SAS.html,INFORMATICA Y SALUD SAS,SEGURIDAD-INFORMATICA,-4
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,ITAGUI,ANTIOQUIA,CALLE 81 A 50 A 74,http://empresite.eleconomistaamerica.co/INFORMATICA-EMPRESARIAL-SAS.html,NEUS SOFT S A S,SEGURIDAD-INFORMATICA,3127453427
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CARRERA 43 A 34 95 309,http://empresite.eleconomistaamerica.co/INFORMATICA-VIRTUAL-SA.html,INFORMATICA VIRTUAL S A,SEGURIDAD-INFORMATICA,(4)2553396
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 30 17 SUR 09,http://empresite.eleconomistaamerica.co/INFORMATICA-MERCADEO-LTDA.html,INFORMATICA Y MERCADEO LTDA,SEGURIDAD-INFORMATICA,(4)3137461
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CARRERA 86 42 C 92,http://empresite.eleconomistaamerica.co/INFORMATICACTIVA-LTDA.html,INFORMATICACTIVA LTDA,SEGURIDAD-INFORMATICA,(4)2543545
Mantenimiento y reparacion de computadores y de equipo periferico,MEDELLIN,ANTIOQUIA,CARRERA 91 44 A 39,http://empresite.eleconomistaamerica.co/INFORMATICA-GLOBAL-LTDA.html,INFORMATICA GLOBAL LTDA,SEGURIDAD-INFORMATICA,(4)2530339
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 25 36 D SUR 95,http://empresite.eleconomistaamerica.co/INFORMATICA-SERVICIOS-LTDA.html,INFORMATICA Y SERVICIOS LTDA,SEGURIDAD-INFORMATICA,(4)3121421
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CALLE 50 78 B 27,http://empresite.eleconomistaamerica.co/INFORMATICA-GESTION-TORRES-COMPANIA-LTDA.html,INFORMATICA DE GESTION TORRES Y COMPANIA LTDA,SEGURIDAD-INFORMATICA,(4)2371417
Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,CALLE 55 40 14,http://empresite.eleconomistaamerica.co/INFORMATICA-GESTION-PUBLICA-SAS.html,INFORMATICA Y GESTION PUBLICA S A,SEGURIDAD-INFORMATICA,(4)2921475
Mantenimiento y reparacion especializado de equipo electronico y optico,MEDELLIN,ANTIOQUIA,CALLE 8 SUR  43 B 112,http://empresite.eleconomistaamerica.co/INFORMATICA-RECARGAS-TL-COLORS-SAS.html,INFORMATICA Y RECARGAS TL COLORS S A S,SEGURIDAD-INFORMATICA,(4)5827352
Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,CARRERA 50 6 27,http://empresite.eleconomistaamerica.co/INFORMATICA-PROFESIONAL-IPLSA.html,INFORMATICA PROFESIONAL I P L S A,SEGURIDAD-INFORMATICA,(4)3614081
Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),MEDELLIN,ANTIOQUIA,CARRERA 50 C 10 SUR 80,http://empresite.eleconomistaamerica.co/PRAGMA-SA.html,PRAGMA S A,SEGURIDAD-INFORMATICA,(4)6052523
Educacion media tecnica y de formacion laboral,MEDELLIN,ANTIOQUIA,CALLE 49 41 09,http://empresite.eleconomistaamerica.co/CESDE-SA.html,CESDE S A,SEGURIDAD-INFORMATICA,(4)4808822
Comercio al por menor de computadores equipos perifericos programas de informatica y equipos de telecomunicaciones en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 84 43 33,http://empresite.eleconomistaamerica.co/SEGURIDADMAX-SAS.html,SEGURIDADMAX S A S,SEGURIDAD-INFORMATICA,3117453582
Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,TRANSVERSAL 4 A 75 D 98,http://empresite.eleconomistaamerica.co/SENSORES-EQUIPOS-SAS.html,SENSORES Y EQUIPOS S A S,SEGURIDAD-INFORMATICA,(4)2568301
Fabricacion de vidrio y productos de vidrio,MEDELLIN,ANTIOQUIA,CARRERA 50 40 42,http://empresite.eleconomistaamerica.co/VIDRIOS-CRISTALES-TAMAYO-SAS.html,VIDRIOS CRISTALES TAMAYO S A S,SEGURIDAD-INFORMATICA,(4)2325253
Otras actividades de servicios personales n c p,BELLO,ANTIOQUIA,CALLE 24 A 50 A 87,http://empresite.eleconomistaamerica.co/SEGURIDAD-HYC-SAS.html,SEGURIDAD HYC S A S,SEGURIDAD-INFORMATICA,(4)4612656
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/SEGURIDAD-ZEUS-LTDA.html,SEGURIDAD ZEUS LTDA,SEGURIDAD-INFORMATICA,
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CARRERA 51 01 27,http://empresite.eleconomistaamerica.co/SEGURIDAD-ALCON-LTDA.html,SEGURIDAD ALCON LTDA,SEGURIDAD-INFORMATICA,(4)3513547
Otras actividades de servicio de apoyo a las empresas n c p,MEDELLIN,ANTIOQUIA,CARRERA 85 34 A 35,http://empresite.eleconomistaamerica.co/SEGURIDAD-RIESGO-SAS.html,SEGURIDAD EN EL RIESGO S A S,SEGURIDAD-INFORMATICA,
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CARRERA 80 C 40 05,http://empresite.eleconomistaamerica.co/SEGURIDAD-PATROL-LTDA.html,SEGURIDAD PATROL LTDA,SEGURIDAD-INFORMATICA,(4)4128506
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,SABANETA,ANTIOQUIA,CALLE 70 SUR 38 305 AP 1904,http://empresite.eleconomistaamerica.co/SEGURIDAD-SOLUCIONES-JP-SAS.html,SEGURIDAD Y SOLUCIONES JP S A S,SEGURIDAD-INFORMATICA,(4)4172879
Actividades de seguridad privada,ENVIGADO,ANTIOQUIA,CARRERA 47 32 B SUR 33 OF 101,http://empresite.eleconomistaamerica.co/SEGURIDAD-CODIGO-UNO-LTDA.html,SEGURIDAD TORRE FUERTE LTDA,SEGURIDAD-INFORMATICA,3022282597
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CARRERA 78 52 48,http://empresite.eleconomistaamerica.co/SEGURIDAD-BALUARTE-CTA.html,SEGURIDAD BALUARTE C T A,SEGURIDAD-INFORMATICA,(4)5809595
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CALLE 23 77 53 INTERIOR,http://empresite.eleconomistaamerica.co/SEGURIDAD-ALTURAS-SAS.html,SEGURIDAD ALTURAS S A S,SEGURIDAD-INFORMATICA,(4)3414170
Actividades de seguridad privada,ITAGUI,ANTIOQUIA,CARRERA 58 83 61 IN 102,http://empresite.eleconomistaamerica.co/SEGURIDAD-MIRA-MAS-SAS.html,SEGURIDAD MIRA MAS S A S EN LIQUIDACION,SEGURIDAD-INFORMATICA,(4)2551267
Actividades de servicios de sistemas de seguridad,ENVIGADO,ANTIOQUIA,TRANSVERSAL 34 DDSUR 30 23,http://empresite.eleconomistaamerica.co/SEGURIDAD-ELECTRONICA-AS-SAS.html,SEGURIDAD ELECTRONICA AS S A S,SEGURIDAD-INFORMATICA,3044951594
Comercio al por mayor de otros productos n c p,RIONEGRO,ANTIOQUIA,CENTRO COMERCIAL SAN FRANCISCO BL 2 CR 49 50 40,http://empresite.eleconomistaamerica.co/SEGURIDAD-CORPORATIVA-SA.html,SEGURIDAD CORPORATIVA S A,SEGURIDAD-INFORMATICA,(4)5318464
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CALLE 34 A 81 A 117,http://empresite.eleconomistaamerica.co/SEGURIDAD-ISAACMATIUS-LTDA.html,SEGURIDAD ISAACMATIUS LTDA,SEGURIDAD-INFORMATICA,(4)4997147
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CALLE 20 SUR 39 A 150,http://empresite.eleconomistaamerica.co/SEGURIDAD-ESTRATEGICA-LTDA.html,SEGURIDAD ESTRATEGICA LTDA,SEGURIDAD-INFORMATICA,(4)3130158
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CALLE 74 73 A 37,http://empresite.eleconomistaamerica.co/SEGURIDAD-CASTILLO-LTDA.html,SEGURIDAD EL CASTILLO LTDA,SEGURIDAD-INFORMATICA,(4)5828070
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 58 9 34,http://empresite.eleconomistaamerica.co/SEGURIDAD-CALIDAD-LTDA.html,SEGURIDAD Y CALIDAD LTDA,SEGURIDAD-INFORMATICA,(4)2689222
Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,MEDELLIN,ANTIOQUIA,CARRERA 76 A 53 215 BLOQ 3 A,http://empresite.eleconomistaamerica.co/SEGURIDAD-CONTROL-SOLAR-SAS.html,SEGURIDAD Y CONTROL SOLAR S A S,SEGURIDAD-INFORMATICA,3147356495
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CARRERA 79 52 46,http://empresite.eleconomistaamerica.co/SEGURIDAD-COSMICA-LTDA.html,SEGURIDAD COSMICA LTDA,SEGURIDAD-INFORMATICA,(4)5807231
Otras industrias manufactureras n c p,MEDELLIN,ANTIOQUIA,CARRERA 52 40 126,http://empresite.eleconomistaamerica.co/SEGURIDAD-VIAL-COLOMBIA-LTDA.html,SEGURIDAD VIAL DE COLOMBIA LTDA,SEGURIDAD-INFORMATICA,(4)2625556
Otras actividades de telecomunicaciones,MEDELLIN,ANTIOQUIA,CALLE 37 D 82 A 59,http://empresite.eleconomistaamerica.co/SEGURIDAD-MOVIL-DIGITAL-SAS.html,SEGURIDAD MOVIL DIGITAL S A S,SEGURIDAD-INFORMATICA,(4)4132387
Actividades de seguridad privada,RIONEGRO,ANTIOQUIA,CARRERA 61 E 41 C 10 BARRIO VILLA MANUELA,http://empresite.eleconomistaamerica.co/SEGURIDAD-RONDEROS-LTDA.html,SEGURIDAD RONDEROS LTDA,SEGURIDAD-INFORMATICA,(4)4441572
Mantenimiento y reparacion especializado de equipo electrico,MEDELLIN,ANTIOQUIA,CARRERA 85 C 35 A 18,http://empresite.eleconomistaamerica.co/SEGURIDAD-SERVICIOS-LTDA.html,SEGURIDAD Y SERVICIOS LTDA,SEGURIDAD-INFORMATICA,(4)3454500
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CALLE 52 A 50 19 OF 326,http://empresite.eleconomistaamerica.co/SEGURIDAD-EMPRESARIAL-SA.html,SEGURIDAD EMPRESARIAL S A,SEGURIDAD-INFORMATICA,(4)2934069
Otras actividades de servicio de apoyo a las empresas n c p,MEDELLIN,ANTIOQUIA,CARRERA 43 A 1 50 TO 3 OF 80,http://empresite.eleconomistaamerica.co/SEGURIDAD-FINANCIERA-SAS.html,SEGURIDAD FINANCIERA S A S,SEGURIDAD-INFORMATICA,(4)4484495
Comercio al por menor de articulos y utensilios de uso domestico,ENVIGADO,ANTIOQUIA,TRANSVERSAL 32 33 40,http://empresite.eleconomistaamerica.co/SEGURIDAD-PROYECTOS-LTDA.html,SEGURIDAD Y PROYECTOS LTDA,SEGURIDAD-INFORMATICA,(4)2701882
Actividades de seguridad privada,MEDELLIN,ANTIOQUIA,CARRERA 78 45 A 10,http://empresite.eleconomistaamerica.co/SEGURIDAD-FRONTA-LTDA.html,SEGURIDAD FRONTA LTDA,SEGURIDAD-INFORMATICA,(4)3385561
Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,CALLE 49 82 43 PISO 3,http://empresite.eleconomistaamerica.co/SEGURIDAD-LABORAL-SAS.html,SEGURIDAD LABORAL S A S,SEGURIDAD-INFORMATICA,(4)5841092
Organizacion de convenciones y eventos comerciales,MEDELLIN,ANTIOQUIA,CARRERA 73 CIRC 1 25,http://empresite.eleconomistaamerica.co/TICKET-FACTORY-EXPRESS-SAS.html,TICKET FACTORY EXPRESS S A S,SEGURIDAD-INFORMATICA,(4)6050065
,ENVIGADO,ANTIOQUIA,DIAGONAL 31 36 A SUR 80,http://empresite.eleconomistaamerica.co/ESE-HOSPITAL-MANUEL-URIBE-ANGEL-ENVIGADO.html,E S P HOSPITAL MANUEL URIBE ANGEL,SEGURIDAD-INFORMATICA,
Actividades de servicios de sistemas de seguridad,MEDELLIN,ANTIOQUIA,CALLE 47 D 79 39,http://empresite.eleconomistaamerica.co/SEGURTRONIC-LTDA.html,SEGURTRONIC LTDA,SEGURIDAD-INFORMATICA,3135861794
,MEDELLIN,ANTIOQUIA,CALLE 29 C 56 21,http://empresite.eleconomistaamerica.co/MLD-SAS.html,MLD S A S,SEGURIDAD-INFORMATICA,
Actividades de impresion,GUARNE,ANTIOQUIA,LUGAR KM 24.8 AUTOPISTA MEDELLIN BOGOTA,http://empresite.eleconomistaamerica.co/ETIQUETAS-CINTAS-CALCOMANIAS-TOPFLIGHT-ANDINA-SA.html,TOPFLIGHT ANDINA S A,SEGURIDAD-INFORMATICA,3103226155
,MEDELLIN,ANTIOQUIA,CARRERA 45 14 15,http://empresite.eleconomistaamerica.co/ALBERTO-CADAVID-RY-CIA-SA.html,ALBERTO CADAVID R Y CIA S A,SEGURIDAD-INFORMATICA,
,ITAGUI,ANTIOQUIA,CALLE 86 45  90,http://empresite.eleconomistaamerica.co/INDUSTRIAS-CENO-SA.html,TUSCANIA S A S,SEGURIDAD-INFORMATICA,
Comercio al por menor de otros productos nuevos en establecimientos especializados,ITAGUI,ANTIOQUIA,CARRERA 42 75 367 BG 108,http://empresite.eleconomistaamerica.co/AMBIENTE-AZUL-SAS.html,AMBIENTE AZUL S A S,SEGURIDAD-INFORMATICA,3218018813
,MEDELLIN,ANTIOQUIA,CALLE 19 A 43 B 41,http://empresite.eleconomistaamerica.co/DESTILADOS-SOLVENTES-SA.html,CACHARRERIA MUNDIAL S A S,SEGURIDAD-INFORMATICA,
Fabricación de caucho sintético en formas primarias,MEDELLIN,ANTIOQUIA,CALLE 55 34 36,http://empresite.eleconomistaamerica.co/MANUFACTURAS-DELATEX-LTDA.html,MANUFACTURAS DELATEX LTDA,SEGURIDAD-INFORMATICA,(4)2283112
,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/SEGURIDAD-PRIVADA-DORCHESTER-LTDA.html,SEGURIDAD PRIVADA DORCHESTER LTDA,SEGURIDAD-INFORMATICA,
,SABANETA,ANTIOQUIA,CALLE 70 A SUR 35 51 AP 1501,http://empresite.eleconomistaamerica.co/SEGURIDAD-MACO-INVERSIONES-SAS.html,SEGURIDAD MACO INVERSIONES S A S,SEGURIDAD-INFORMATICA,
,MEDELLIN,ANTIOQUIA,CARRERA 35 A 15 B 35 OF 9513,http://empresite.eleconomistaamerica.co/BLOCKCHAIN-INVESTMENTS-GROUP-BIGSAS.html,BLOCKCHAIN INVESTMENTS GROUP B I G S A S,BLOCKCHAIN,
Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CALLE 10 B 35 50,http://empresite.eleconomistaamerica.co/CORPORACION-BLOCKCHAIN-LATAM.html,CORPORACION BLOCKCHAIN LATAM,BLOCKCHAIN,3054266783
Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,MEDELLIN,ANTIOQUIA,CARRERA 43 A 5 A 113 OF 303,http://empresite.eleconomistaamerica.co/CORNERSTONE-BLOCKCHAIN-SOLUTIONS-SAS.html,CORNERSTONE BLOCKCHAIN SOLUTIONS S A S,BLOCKCHAIN,(4)6044064
,MEDELLIN,ANTIOQUIA,CALLE 49 41 09,http://empresite.eleconomistaamerica.co/CESDE-SA.html,CESDE S A,REALIDAD-VIRTUAL,
Comercio al por menor de computadores equipos perifericos programas de informatica y equipos de telecomunicaciones en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 43 A 15 SUR 15,http://empresite.eleconomistaamerica.co/VIRTUAL-SA.html,VIRTUAL S A S,REALIDAD-VIRTUAL,(4)3141800
Comercio al por menor realizado a traves de internet,ENVIGADO,ANTIOQUIA,CARRERA 45 39 SUR 71,http://empresite.eleconomistaamerica.co/VIRTUAL-1A-SAS.html,VIRTUAL 1A S A S,REALIDAD-VIRTUAL,(4)4440584
,MEDELLIN,ANTIOQUIA,CALLE 61 50 69 OF 702,http://empresite.eleconomistaamerica.co/VIRTUALTEC-SA.html,VIRTUALTEC S A,REALIDAD-VIRTUAL,
,MEDELLIN,ANTIOQUIA,VIA 3 A B 76 CIRCULAR,http://empresite.eleconomistaamerica.co/VIRTUALNET-LTDA.html,VIRTUALNET LTDA,REALIDAD-VIRTUAL,
,ENVIGADO,ANTIOQUIA,CARRERA 48 10 45 294,http://empresite.eleconomistaamerica.co/VIRTUAL-LAND-EU.html,VIRTUAL LAND E U EN LIQUIDACION,REALIDAD-VIRTUAL,
,MEDELLIN,ANTIOQUIA,CA 49 49 72 PISO 4,http://empresite.eleconomistaamerica.co/VIRTUAL-MODA-SAS.html,VIRTUAL MODA S A EN LIQUIDACION,REALIDAD-VIRTUAL,
,MEDELLIN,ANTIOQUIA,CARRERA 48 10 45 LC 122,http://empresite.eleconomistaamerica.co/VIRTUALZONE-SAS.html,VIRTUALZONE S A S,REALIDAD-VIRTUAL,
Comercio al por menor realizado a traves de internet,MEDELLIN,ANTIOQUIA,CARRERA 83 34 C 16,http://empresite.eleconomistaamerica.co/VIRTUAL-PET-SAS.html,VIRTUAL PET S A S,REALIDAD-VIRTUAL,(4)5808064
,ITAGUI,ANTIOQUIA,CARRERA 48 48 A 49 AP 201,http://empresite.eleconomistaamerica.co/VIRTUAL-PRIME-SAS.html,VIRTUAL PRIME S A S,REALIDAD-VIRTUAL,
Comercio al por menor realizado a traves de internet,BELLO,ANTIOQUIA,CALLE 53 57 A 26 APTO 40,http://empresite.eleconomistaamerica.co/VIRTUAL-GADGETS-SAS.html,VIRTUAL GADGETS S A S,REALIDAD-VIRTUAL,3176415910
,BELLO,ANTIOQUIA,AVENIDA 45 A 55 25,http://empresite.eleconomistaamerica.co/VIRTUAL-TRAVEL-SAS.html,VIRTUAL TRAVEL S A S,REALIDAD-VIRTUAL,
Portales web,MEDELLIN,ANTIOQUIA,CARRERA 75 A 32 A 17,http://empresite.eleconomistaamerica.co/VIRTUAL-DREAMS-SAS.html,VIRTUAL DREAMS S A S,REALIDAD-VIRTUAL,(4)5897742
Comercio al por menor de computadores equipos perifericos programas de informatica y equipos de telecomunicaciones en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 48 D 65 A 57,http://empresite.eleconomistaamerica.co/VIRTUAL-TRONIC-SAS.html,VIRTUAL TRONIC S A S,REALIDAD-VIRTUAL,(4)2609245
Comercio al por menor realizado a traves de internet,MEDELLIN,ANTIOQUIA,CALLE 73 51 D 71 LOCAL 1,http://empresite.eleconomistaamerica.co/VIRTUAL-TIENDA-SAS.html,VIRTUAL TIENDA S A S,REALIDAD-VIRTUAL,(4)5848900
Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),MEDELLIN,ANTIOQUIA,CALLE 13 A SUR 53 B 170 INT 14,http://empresite.eleconomistaamerica.co/VIRTUAL-MOBILITY-SAS.html,VIRTUAL MOBILITY S A S,REALIDAD-VIRTUAL,(4)3615470
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CARRERA 80 50 58 APTO 201,http://empresite.eleconomistaamerica.co/VIRTUALISTIKA-SAS.html,AYCO ARQUITECTURA Y CONSTRUCCION S A,REALIDAD-VIRTUAL,(4)4370094
Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),MEDELLIN,ANTIOQUIA,CALLE 75 43 202 MARÍA SA,http://empresite.eleconomistaamerica.co/VIRTUAL-BEAMS-SAS.html,VIRTUAL BEAMS S A S,REALIDAD-VIRTUAL,3013736090
,MEDELLIN,ANTIOQUIA,CALLE 29 41 105 OF 902,http://empresite.eleconomistaamerica.co/VIRTUALCOLORS-SAS.html,VIRTUALCOLORS S A S,REALIDAD-VIRTUAL,
Portales web,MEDELLIN,ANTIOQUIA,CARRERA 42 3 SUR 81 TORRE,http://empresite.eleconomistaamerica.co/VIRTUALBIENES-SAS.html,VIRTUALBIENES S A S,REALIDAD-VIRTUAL,3174234293
,ENVIGADO,ANTIOQUIA,CARRERA 48 32 B SUR 139 OF 906,http://empresite.eleconomistaamerica.co/MANPOWER-COLOMBIA-LTDA.html,MANPOWER DE COLOMBIA LTDA,REALIDAD-VIRTUAL,
Formacion academica no formal,MEDELLIN,ANTIOQUIA,CARRERA 48 20 114 TO 2,http://empresite.eleconomistaamerica.co/VIRTUAL-GLOBAL-TEAM-SAS.html,VIRTUAL GLOBAL TEAM S A S,REALIDAD-VIRTUAL,3183956006
